Question,Answer
Do the stations drift at all? I had a smaller new model radio from this brand and I would have to retune in whatever station that I was listen to,No
"amazon picture shows ""mw"" lettering above fm,sangean sight shows ""am"" above fm which is the improved model,thanks,Walt.","My WR-12, purchased on Amazon in September 2014, displays ""AM"". No problems with it, at all, just great audio and visual aesthetics."
Are these radios the newer ones that the tuning and sound problems are resolved?,"Hi Roy, No I had the older version."
does it come with the darker wood finish or the lighter one? both are shown in the description.,Mine was lighter wood.
In what country was this radio manufactured?,"I no longer have the original packaging. In looking behind the unit, I found no information on country of manufacture. That kinda surprised me. Sorry."
Do I HAVE to program these to use them or can I just set the channels and talk? Also would this work for 2 cars following each other?,You DON'T have to program them. They'd work well for cars following each other. We got them because I fish just a short distance from our property and my wife can contact me without the need for a cell phone.
Can I buy several sets of two and have them all talk to each other?,"Yes, you can only if the frequency of the items is the same."
Can you buy two sets and use them together and/or can you purchase additional handsets to expand your system?,You can use ad many of them as you need. I have 5 radios and use them to keep in contact with family on camping trip.
"I saw two different answers about needing a license? We are going on a cruise, and wanted to use these...anybody tried it and would we get in trouble","No, you do not need. Do not worry too much."
Having difficulty finding information on car chargers for these radios. Anyone know if car chargers are available?,"YeS...well no, but I use a 12V inverted for a car plug and the original charger... and somehow make them stay in good enough to charge...ubcan figure that out"
What are the appropriate replacement rechargeable batteries for these?,"I just did a web search baofeng 888s battery, same walkie, they are 3.7v, the battery dosnt seem to have a part number on it. Hope that helps"
Can these be programmed for channels 8-14?,"if the two walkie talkie can be paired to the same channel, they will work without any problem."
Are these easy enough for a 5 year old to use?,"Hi Carol, Yes these radios are easy enough for a 5 year old to use. However I would recommend something more durable though. My only concern is that if these were to be dropped, the battery pack will not fit back into the radio. During a test that I performed myself at school, I dropped one from a typical height of about 4 ft. and the battery pack did not fit in properly. The reasoning be that the metal hooks that the pack slides into to hold the battery in place were bent. Then again, for the price, with a few clicks, it can be yours. So yes easy to use, just remind everybody to be gentle. Hope this helps, please don't hesitate to ask if you have more questions!"
my question is are these real wakie talkies are you sure i don't have to program them also do i need a license for these radios,These are two-way radios and do not need to be programmed. You do not need a license to use these in the U.S.
What are the demensions of this clock/radio?,"Approximately 5 and a half inches tall and 5 and a half inches wide, by 3 and a half inches deep. It is not a perfect cube shape, so those are the longest measurements. The clock dial is about 3 and a half inches in diameter."
Is there a weekday/weekend setting for the alarm?,"Yes, there are two alarms; you can set them any way you like--weekday, weekend, daily, once."
Does this radio display song title and artist information? I think that's what RDS means but description doesn't say. Thx.,"RDS stands for Radio Data system - Displays - Station Name, Programme Type, Radio Text (New item, etc), Year/Day, Date/Day, Time, Frequency. Clock stopped working after a couple of weeks and there is no way to manually set it. Now only the radio works. Need to get a special adaptor if using in Australia. Not very impressed."
What color is the backlight?,White with a slightly bluish tint.
Powered by batteries?,"There is no battery back-up. There is a large capacitor inside the unit, which will provide enough energy to get past short power glitches. The unit does not plug directly into the wall. It has a 'wall-wart', which supplies six volts unregulated, unfiltered DC to the unit. You could easily make a battery back-up, which would plug into the unit in place of the wall-wart as an extended back-up power supply. Here in Florida, the power is subject to recurring interruptions of short duration during summer thunderstorms. The unit has handled these without problems."
does this radio have a headphone jack?,Yes it does have a earbud jack. There is also a AUX jack on the back.
Is there any ticking noise?,No. Works very well.
can I turn the backlight completely off?,"If not, you can dim it very close. Let me check. With the radio off, keep pressing the snooze bar. The display will keep getting brighter, but will shut off. Then it will progress from the dimmer side of the spectrum."
Does the clock auto adjust for daylight saving time changes?,"Yes it does but depending on where you have it, it could take a day or so. Last fall my clock changed immediately to standard time but this spring it didn't change until the next night. It was in the same spot but that also happens with other atomic clocks we have. Sometimes they change immediately, sometimes a day or two later."
"I'm having a hard time getting the Atomic clock to set automatically, specifically the analog clock is stuck on midnight. Any advice?","I wouldn't call it stuck. When you push the proper sequence of buttons to set the Atomic clock, it will go to midnight, and then wait to get the signal from Colorado. So, for whatever reason, it is probably not getting the signal from Colorado. It could be your local weather related or a unit malfunction. To confirm it is not really stuck, try to set the time using RBDS. That should work if you have proximity to an FM station with that service. If the clock is not stuck, I would then try the following. Unplug it for a few hours. In effect this is a reset. There is also a reset button on the bottom - it will do the same thing. Then when you are ready to start again, bring the unit to the highest point in your house facing Colorado. See if it will update. My unit is working right now, so it is not the signal from Colorado that is the problem. The clock could be malfunctining. I had another Sangean Atomic clock radio that had to be returned. But try unplugging it first."
is this tablet really as clumsy as all the reviewers say? or is it manageable?,NO....i do not feel it is. i have lugged around 15 inch laptop which is heavier and with top and bottom pieces much more bulky. i put the plastic film to protect it. have a small 14 or so inch carry bag until i can find the leather holder/stand. i would never trade it for any apple products. might buy one if they ever got big enough. it runs on ice cream sandwich.. but i am sure it will eventually be upgraded.
How does the screen resolution/clarity compare to the iPad Retina?,"It is not as good as the iPad. The resolution is 900x1600 pixels, the ipad is 2048x1536. Having said that is it still very usable and 13 inch is a nice size."
is it good for small video editing,"Sorry, I don't know. I exclusively use it for sheet music/charts."
"Sorry , in addition to previous question about warranty is purchasing the square trade warranty advisable?","Not a problem. Well, here's my honest answer. I have a ""square trade"" warranty on my cell phone and on my tablet. My wife recently used her square trade warranty for her cellphone and the company was fast, reliable and friendly. Since everything (now a days) is so mobile, I feel secure in knowing that I'm covered. I think my policy covered up to $700 (I'd have to look it up). Personally, I find that's very reasonable. Also, I use a free app for saving files, ""drop box"". I installed it on my tablet. Please let me know if this was helpful. If you have any other questions please feel free to ask. Enjoy the weekend. By the way, I love my tablet!"
does it work well with a stylus,Yes
Does this have the jelly bean operating system in it?,no it uses the ice cream sandwich....but like most android products it will eventually upgrade to jelly bean etc. just some companies are slower than others in getting changes out.
can the pictures on this be transfered to computer??,"If you can get the thing to work, then yes, the videos and stills should be in a standard format. However, as noted in my review I found the thing to be a non-working, poorly made, piece of junk; not worth the clam shell package it came in."
How is this thing supposed to work without a USB cable to attach it to the computer to charge this camera and transfer it to my computer?,First off this camera when it comes to the batteries once there dead they dead they it does not recharge using the computer. Second If you are looking at the back of the camera and see a silver button on the right hand side with the word open on it. pull it down. It will eject the usb plug you plug into the computer. Make sure the camera is on first before you lug it in then go to your pictures file. you will see DMC click on that then click on next thing and now you should see the pictures on your computer.
Is it good quality video and audio?,"well audio could be better, but i think the video is great. :)"
Will this lens fit a Sony A 390? how does it compare to the Sony lens which is ~$600?,"Yes, this may fit, as the conector is the same for my A65, where I am using it. I never tried the Sony similar model, but the image quality, quietness and AF speed is amazing. I would recomend this one."
sigma have two 18-250 a mount lenses which one is the newest??,"The one that includes ""Macro"" in the name is the newest version: ""Sigma 18-250mm f/3.5-6.3 DC Macro OS HSM"". It is smaller, lighter, and has improved close-up capability; hence the inclusion of the ""Macro"" monniker. The older lens is still available on Amazon for $329 versus $399 for the new one. Hope this helps!"
Does this lens come with a lens hood?,Yes
sigma versus Tamron as for as quality photos 18-200 or 18-250,"Although I have both Tamron and Sigma lenses, I prefer using Sigma. Better clarity, better constructed."
"I am new to sony , just got a6000, will this work? thanks for any help.","I would say NO! Read the following http://www.sony.net/Products/di/en-us/products/lenses/basics/lensmount.html , The contacts are in different locations , although it will probably mount on the camera."
"Are batteries required? Amazon description states two are needed. 'Batteries 2 AA batteries required.' I know lenses don't need, but just wanted to make sure.","No way, no batteries needed for lens. Your camera, of course, still requires batteries."
Sigma website mentions that the Sony version of this lens does not have OS feature. Is it true? Does that affect the performance?,"I have a Canon. Not sure about Sony. Most Sony DSLRs have ""in body"" stabilization therefore no need to have it in the lens I guess. Mine has stabilization built in the lens."
Does this lens carry a USA warranty?,"Yes if purchased through a legitimate USA dealer like Amazon, I'm sure there are grey market sources out there with a better price, but you won't receive a USA warranty."
does it fit Sony SLT-A77 24.3 MP Digital SLR?,This lens is available with a Sony mount. It can only be used on a APS-C sensor camera (the A-77 has an APS-c sensor)
Are the pictures crisp on a Sony camera? Any issues with soft focus?,"I really dont have an answer for you on a Sony, I shoot a Nikon 7100 and it works great with my camera. Good knock around lens that takes great photos.."
Is there such a sigma lens that is auto/manual for pentax mount with this zoom?,Don't quite understand the question but I have the Pentax version of this lens and it can operate in manual or auto focus. Just flip a switch.
Does this lens come with a lens hood?,Yes. A pretty good one.
Is this lens warranty valid by buying through Amazon?,Sure. Amazon is an authorized seller for pretty much any major photography brand.
"Some of you experienced a rather stiff zoom ring with a ""bump"" around 100mm. Does that go away over time or did you exchange for a better one?","I've never noticed a ""bump"". If it did exist, it disappeared quickly. The zoom is a bit stiff, but I like that and experience no ""creep"" that bothers some other zoom lenses. I've had the lens since New Years, and I'm very pleased with it."
The listing for this says it requires 2 AA batteries. Is this correct?,No it does not.
Can you 'fine adjust' the focus manually when the lens is in 'auto' mode? Some lenses allow you to do that without having to switch to manual mode.,"No you have to be in manual mode on this one, but it works great when you do...I just switch back to Auto when I am done (I usually stay on automatic 95% of the time and only use manual every once in a while)"
"Will this lens work on the Pentax k-x? If so, will I experience any drawbacks or incompatibility?",Yes this will work with the Pentax K-x. All the latest Pentax DSLR (except the 645D and Q series) use the same mount. So it will fit and function as it should (as well as Sigma programming allows). You may not have some of the exif info that you would have used a Pentax made lens but beyond that you shouldn't have any problems.
Does this lens come with a lens hood?,"If you buy it new, it should come with a lens hood. Mine did."
Why on earth does it say 2 AA batteries required in the product details???? Does it come with a lens hood?,"Haha, that's crazy. No batteries that I could locate; been using it for several months now. And yep it sure does."
Is this lense compatible with the Pentax K5iis?,"I use Canon and I didn't find marvelous this lens, just convenient because of the range. Even if it works on that Pentax, I guess your criterion could be sharpness instead of range, and I think the 18-135 WR is a bit sharper than this one, in case you are chasing for a zoom lens."
What is the view angle? Thank you,It is variable by adjusting a screw on the back. It goes from 3.0mm -12.0mm
"Can this camera be manually adjusted: left to right, up &amp; down to get the optimum view?",Yes
"just recieved my swpro-780 everything is black and white, no color,???","Try a different input on ur DVR that you know works correctly. If it still does not show color, u have a defective unit as the night/low light feature is automatic. These cameras are built very well and I have had no problems so far."
will it work on swann 960,"If your refering to a ""DVR8-3200 8 Channel 960H Digital Video Recorder"" Then yes I don't see a reason why it wouldn't work just fine."
Can I connect this camera to my DirectTv Dvr?,"I don't have a DirectTV DVR so I don't know. However, the camera has a BNC connector that is convertible to a RCA connector. A power supply that comes with the camera."
do I need to buy the wires to install it&Eacute;,"No, this comes with 60ft of wire."
comes with wires,Yes 50 feet RCA wire.
will the camera hookup to a dvr8-1450 ?,The best way is to contact Swann directly
how long are the cables with this SWPro- 780 camera. I wish to order today.,I'm not sure. I ordered extra cable to be sure I had enough and didnt install it myself
the camera says optical zoom....how can you zoom ? I have tru-blue dvr but cannot find a way to zoom..!,I believe you can only zoom by turning a screw on the back of the camera.
will this auto focus using my Nikon D5200 or do I have to manually focus the lens.,"If you get the Nikon version, it will autofocus on your D5200."
What are all the differences between this lens and the Sigma 18-250 DC OS II lens?,"I'm guessing you meant the 18-200 DC OS II? I don't think a 18-250 DC OS II exists yet. The main differences are longer zoom in the 250, while the 200 uses a new lens layout and materials. Overall quality is negligible and the extra cost is all about whether or not that extra 50mm is worth it to you."
Does this lens have optical stabilization?,Yes it does have an optical stabilizer that can be switched on or off.
What is tha difference between the MACRO and NON-MACRO version of this lens?,"The non-macro version is the older model of this lens and uses 72mm filters. The macro version is the new and improved version, uses 62mm filters and is manufactured somewhat differently. I believe the new macro version is supposed to be a bit smaller overall and lighter than the older version."
does it go on Nikon d5000?,The Sigma 18-250mm is born to go with the Nikon d5000. It should work on all the Nikon DX models.
What's in a box? Is there hood?,Yes you get a hood included.
Is this lens compatible with the Nikon D3000?,It fits all the Nikon DSLRs
does this lens fits NIKON D50???,I have a Nikon D3100; I checked the compatibility chart on the Sigma site @ Sigmaphoto.com. Your D50 camera is also listed. I'm very happy with lens.
Does this lens work with Nikon D70?,This lens is excellent for the D70.
Does this lens work in a nikon d200?,"Yes, just make sure to buy the Nikon lens mount. You won't regret buying this lens, very versitile, amazing photos and a great price too."
"What is the actual view angle in degrees. There is not one description in any of the cams that I research that gives a better description of the view angle besides ""wide angle"". WHAT is the view angle?",www.swann.com/s/products/view/?product=1366 - It states 75 degree viewing angle
Not sure what dvr is -- i don't think I have it. Where else or what else can I connect this to? Thanks,Connect to any video in on Tv or monitor
Do any of the Swann Security Cameras have built-in audio?,This one does not. Great picture but no sound. You would have to get a separate mic to go with it which they make.
I purchased a PRO 760 camera in November and it worked great until last night. Woke up to a white screen. Suggestions? Thanks Craig,The first suggestion is to check the wiring. I had similar problems and took the camera down and connected it to DVD and everything worked. I then replaced the entire lenght of wire and the camera is still working.
Can this camera be manually adjusted side to side?,"Yes. Up down, side to side can be adj to your need."
How wide angle of view is this camera? Thanks,90 degrees
"can this camera be used where we got another bullet install, would it be easy to install same bullet type","Different sizes of bullet camera's available larger and smaller. Mounting will be a little different pattern. video plugins will be the same. You can mount in same place, but might have to drill one or two holes."
will this work with dvr8-1500h,yes
How is the viewing inside of a garage monted in corner about 8 feet high?,It would be good but a 2.8mm lens camera would give you an even wider view.
can I connect the 760 a router?,My normal cameras are 720 and this one was added to the mix. So the box must adjust automaticly. The detail is twice as good as the standard camera.
Online I see this lens as part #880-101 and part #883-101. Does anyone know the difference?,"It looks like the ""#883-101"" is a newer version for the same model. You may not be able to buy ""#880-101"". I did a comparison of these two versions and here are differences [values for #883-101], (values for #880-101): 1. Angle View: [69.3 - 5.7], (76.5 - 6.5) 2. Minimum Focus Distance: [13.8"" (35.05 cm)], (1.48' (45 cm)) 3. Elements/Groups: [13/16], (18/14) 4. Filter Thread: [62 mm], (72 mm) 5. Dimensions (DxL): [Approx. 2.9x3.5"" (7.37x8.89 cm)], (Approx. 3.1x4.0"" (7.87x10.16 cm)) 6. Weight: [1.04 lb. (470g)], (1.39 lb. (630g)) - Most of other features are the same. I hope this will be helpful."
does the zoom lock at any position or only at 18mm? What is the lens length when fully extended to 250mm?,"It only locks at the 18mm. The total length when extended is about 6 1/2 inches, I hope that helps out."
How well does the macro work? Is it true macro or just close focus?,"It works good at a macro but because it is a zoom with AF, it can be difficult to use it as a 'true' macro lens. I prefer to use this for wildlife and landscapes but I have used it for macro. Use the MF if going to use for macro. I hope this makes sense."
"I have ordered this lens, but I wonder if it fits for Canon EOS 450D. There was no mount type info.","Yes it will. And, quite well, I would imagine. Sigma DC lenses are similar to Canon EF-S lenses in that they will only work with APS-C sensor models, such as the Rebel line (also known as EOS xxxD and xxxxD) and 2-digit EOS models like 40D, 50D, and 60D, as well as the single digit 7D. FYI - It will not work with Full-Frame sensor models, such as 6D, 5D, and 1D."
How is it better than Canon 18-50mm and 55-250mm kit lens apart from combining the functionality of both? Is the image quality better?,I do own a 18-50mm on my Rebel.. and this one is for my Nikon... But I really can't distinguish any differences since I am pretty new to the hobby. But I find it very easy now to just have one lens on all the time .. with my canon I would always have to keep changing from my 15-50mm to my zoom lens a lot and it takes too much time plus you have to carry another lens with you. So far so good.. its a really awesome lens.. and all my friends think its cool!
"Is there a lens hood, a UV protector, or a circular polarizer in the box from Amazon.com? Do I need to buy any other accessories in addition to that?",There is a lens hood but no other accessories. You will need to purchase a UV filter.
Is this lens as good as the canon 18-135 stm for doing video on the canon 70D,"I have the Canon 18-135 STM and a different Sigma HSM lens. Canon's STM motor is better for video. You don't hear any focusing noise from the STM motor. Sigma's HSM motor is quiet, but makes light clicking noises as it focuses that were picked up by camera's (EOS 70D) built-in microphone. The clicking wasn't very loud. If there is a good amount of ambient noise, you probably won't notice."
I bought this lens for Canon EOS 6D camera but in viewfinder I see only partial picture. Always see the lens circle around the picture. Can you help,"I believe this is happening because you are using a cropped lens (the Sigma 18-250mm) on a full frame camera (the Canon EOS 6D). Although there are people who do use cropped lenses on full frame cameras (they crop the image using software after it has been taken), you would likely better be served by using a full frame lens on the camera. You can do this by checking which Canon (or aftermarket) lenses are designed for full frame use. Full frame lenses are usually heavier and more expensive, but they are designed for the larger sensor size format of full frame, and often produce more detailed images than their ""cropped"" sensor relatives."
Sigma has two lenses [18-250mm f3.5-f6.3] one is std Telephoto and one is w/MACRO.What is the physical/design difference between them ?,"My advice is to go to DPReview, which is an excellent resource for looking at digital cameras. That is where I get my info. My lens will focus only to ~ 8"", so I'm guessing that the macro lens can get closer. Enjoy - it's an awesome camera!"
"I been told there are 2 different sigma 18-250mm,is this the new model?",There are 2 lenses with similar names. The newest is the 18-250 f 3.5-6.3 DC Macro OS HSM. The older lens does not have the MACRO in the name. The newest lens has better Macro capabilities and is smaller and lighter. I got the newest lens and I love it. See www.dpreview.com for a review of the lenses.
Does this come with a Dual Link DVI cable and the audio cable?,Hi Thank you for your interest. The package includes Dual Link DVI-D cable but audio cable is not included. This monitor doesn't have the speaker. Thank you.
Is this screen Matte or glossy,Hi Thank you for your interest. It's glossy S-IPS panel. Thank you.
What are the dimensions of the box? Would you ship it to a hotel?,Hi Thank you for your interest. Dim : about 72cm x 25cm x 52cm Please let us know your hotel address. We will ask our shipping company. Thank you.
What is the best cable to use to attach this monitor to an iMac?,"The monitor uses DVI input, so you need a DVI cable that can connect to your Mac. I'm not familiar with connecting DVI to Mac, but see cables for that purpose on the web. My Crossover is attached to a Windows computer."
"What's the difference between this monitor and the other Crossover 27"" monitor on here? (""27QD LED BLADE PERFECT PIXEL"")","same thing just a newer model, by the way I love my monitor you'll be amazed with the quality of picture & resolution specially if you edit video or work on pictures"
"Why can't I get 1440P out of this monitor? I have - Drivers updated, computer updated. Compatible card. 25' Dual Link DVI cable.",My video card is NVIDIA GeForce GTX 660 and it gets 2560x1440 pixels. Double check whether you have the right cable.
"Hello, I was wondering besides the max resolution of 2560X1440, does this monitor support lower resolutions such as 1920X1200 or lower?","Sorry, I would not know. The monitor was not compatible with my system so I returned it."
Do these earbuds have real deep bass?,"It is perfect in my opinion. Not to deep, but not weak."
I have the Soul Headphones with an Android and both sides work? Why not the earphones?,"You need to be a little more specific on what's not working? My SL99's worked with my Android phone, as far as playing sound but, the controller did not. That part only works with apple products. I hope this helps?"
Play the next song in the Samsung Galaxy Grand work?,volume buttons and play button are not compatible with Samsung devices
Does the controller work on iPhone 5 or 5S as well?,"I know it works on the iPhone 5, and I am led to believe it also works on the 5S."
Does it work on iPhone5S/5/4S?,I have an iPhone 5 and I've been using it without any problems. Pretty sure it works on the 5S too
It is a orginal Soul headphons?,Yes they originals great price and they sound great
Does the earphone have warranty from SOUL?,I believe so. But you can purchase an extended warranty through Amazon.
Only one earbud works on when I used these earbuds on my Android phone?,"This is an iPhone compatible product, and as such, the side with the remote may not work on an Android. It could also be a faulty product, or perhaps you don't have it plugged in all the way. Just some suggestions."
Does it have volume control?,"Yea, it has volume control. It's basically the iPhone/iPod controls if your're using an iOS device."
How's the bass with these buds and are they durable? Do they fall out the ear easily? Are they sweat proof how do these compare to beats earbuds?,"Bass is great. The overall sound is great actually. As for the ear fit, I find them to be kind of poor in that regard so as for working out I can see many issues unless you had deep ear canals that suited them. The chords are just to heavy for activity. These are best when relaxing."
does it fit with ipad air? and is it the real as they sell at apple store? thanks,No it won't fit the ipad air. You can buy that case from the Apple store.
This Case fits the Ipad 3 ??,The smart cases fit iPad 2-4. It will work fine with yours.
Does it fit the iPad 4,"Yes, it does. I am an user of iPad 4."
Why is shipping weight less than product weight?,Amazon sets that. No idea why it is wrong.
Does it fit the first original IPad,Yes.
Will this case work of the iPad 4th generation?,Yes &#128516;
Does it have all the holes on it to line up with the iPad 3,Yes
Does this case have the apple emblem on the back side of case,Yes.
Is this a Genuine Apple product?,"To my knowledge, mine is."
WILL THIS CASE WORK WITH AN IPAD AIR,I don't think so. Check the description of the product.
would this word with Intel Core i7-4770K Quad-Core?,"No, this is a motherboard for ONLY AMD processors. I did your homework for you, and found a compatible board, good price, and good quality for the Intel i7 4470k Quad-Core. Click the link: http://www.amazon.com/Gigabyte-Intel-6Gbps-Motherboards-GA-Z87-HD3/dp/B00D94X6AK/ref=sr_1_1?s=pc&ie=UTF8&qid=1401129656&sr=1-1&keywords=1150+motherboard+atx"
how is the linux support mint ubuntu gnome steam,Linux will run fine on this board. Ubuntu the same as long as you use the newest version and not LTS. I use steam daily and haven't had an issue at all. Feel free to ask anymore questions.
would an EVGA GeForce GTX 960 GPU be compatible with this board?,Yes
i mainly watch movies and maybe do a little photoshop or video editing with kendenlive(kde video editor) is this more board than i need? i really want,"yes it is overkill but it's a great board. since u are doing video editing u would need a powerful graphics card. i would recommend an asus m5a97 because it has most of the same features as this board and would serve u well. the only real difference is overclocking capability and the ability to have multiple graphics cards which nobody really needsl. if u pair this with a fx 6300, a corsair cx 500 or 600 watt power supply and a rosewill challenger u3 case you would have an excellent gaming/video editing build. gaming and video editing require the same hardware setup for the most part. then just get the best graphics card to suit your needs. also a word of advice DO NOT cheap out on ram. get something from corsair or gskill or another top tier brand. avoid crucial and team. get 1600mhz or 1866 ram it does not cost much more and it's worth it. hope this helps you. good luck"
how fans does it support?,"There are qty 4, 4 pin connectors for case fans, and 2 for cpu. The 4 pin ports are good for 3 pin fans too, just to be clear. This is a great MB for the $, I am completely satisfied.."
Does this support SDRAM kr doe it only support DDR3?,"DDR2 and DDR3 use different memory slots, and this board is for DDR3 only. Chipset also made for DDR3 only"
"Hi, is this motherboard compatible with an AMD FX4300 processor (3.8GHz, 8.0MB Total Cache) ? Thanks.",ASUS Site: https://www.asus.com/Motherboards/M5A99FX_PRO_R20/#specifications
The LED light does not turn on or anything else. The power supply is good because we tested it out. What could be the problem?,Check to make sure your ram and processor are properly seated and make sure polarity isn't wrong on header wires at bottom of board
Does this MoBo have HDMI?,No. Per manufacturer site: Back I/O Ports 1 x PS/2 keyboard (purple) 1 x PS/2 mouse (green) 1 x eSATA 1 x LAN (RJ45) port(s) 2 x USB 3.0 8 x USB 2.0 (one port can be switched to USB BIOS Flashback) 1 x Optical S/PDIF out 6 x Audio jack(s)
Can this board handle overclocking? like OC'ing an fx 8350 and/or GTX 780 SC w/ acx cooling? thanks!,"Yeah, it handles it pretty well. I'm running an FX 8320 at 4.55GHz rock solid. I could go higher, but my Hyper 212 Evo can't handle the heat. As for GPU OCing, that's gonna depend on the GPU, and how much juice your power supply can get to it."
Can I get max resolution (3840x2160) in a 4K monitor with this card?,"I really doubt it. This is a low end card. If you're going for the expense of early adopter 4k, better off shelling out a little more on card that is known to work well in combo w/ the panel you're getting."
I can not get this board to turn on both screens at the same time. Cables r good.monitors r good. running vista.????,"Assuming your setup is supported, display drivers are possible cause. I had some issues that were fixed by removing some drivers via device-manager and then trying some different versions of the nvidia catalyst drivers. I think I mentioned the version that worked for me in my review text. Worth a try."
"What power supply requirements would I be looking at to run a pair of these cards? Assume a standard build with an i5 CPU, Hard Drive, and Optical Drive. No overclocking. Finally, would anyone recommend for me to go with a GeForce GPU for multi-display...","I run two 27"" 2560x1440 display port monitors off of one of these cards with no issues. Max power is 19.5 W. It will work in any system. Works perfectly for business applications, and light computer aided design applications."
I purchased a NVIDIA VNS 310 graphic board for my computer. It did not have the two adapter cords needed to run the card. Were they included?,"No, they have to be ordered separately."
Does it come with a smaller bracket or just the full size?,It does come with the small bracket for small form factor setup.
Does it come with a low-profile bracket?,Yes. It comes with a low-profile and standard height bracket. The only thing this model number doesn't include is the display port to dvi adapters
Will this card work with Intel&reg; Desktop Board DG43GT?,"I did a quick Google search for your Intel Desktop Board DG43GT specifications and your supported video specs indicate your board has a PCI Express x16 add-in graphics card connector which is what this video card uses. Hence, this video card should work with your system. Note the card has two DisplayPort outputs so you may need to purchase adapters to convert DisplayPort output to DVI or VGA depending on your monitor's input requirements. I purchased monitor video adapters from Monoprice. http://downloadmirror.intel.com/17807/eng/DG43GT_TechProdSpec.pdf"
Does the cooling fan very a loud noise? Thanks!,Have never noticed at all. Very small in size and forgot there was one until you posed a question.
Will this install into a Windows XP system?,"NVidia still offers drivers for Windows XP, but the better question to ask is will it work with my motherboard. Reply with your make/model to get the better answer."
"Hi, can someone please help me out? I would like to know if this video card is compatible with the power supply from my Dell optiplex 9020? Thanks.",What is your service tag? I can check.
Is this an actual Apple product? Because I bought this for $49 dollars here &amp; looking at the apple store website the Ipad smart case looks different &amp; cheaper,Yes it is. It has the Apple icon on the back.
Are you sure this fits an ipad 4 with no problems with the cut out fitting properly on the side and back?,"It fits just fine, the only difference is that it has the cut out for the old apple 30-pin connector. You'll have a huge hole for the thunderbolt port, everything else is fine."
Is this a one piece case with the back being polyurethane also,One piece with back. Same material on back as the front cover.
Does it work with iPad with Retina Display?,"Yes, that is what I'm using."
I bought this product and Amazon guarantee in writing that was compatible with IPAD air 2 and it is not so what can we do about it?,"The add only says iPAD, not air 2. I do not have an air 2 and because the add says iPAD, that is why I purchased it."
Is this cover magnetic?,"Yes, it is a magnetic, Smart Cover."
Do these fit the iPad air?,yes. it fits model A1475
Does it fit the new ipad air 2?,I would say no it will not fits iPAD air 2. I have iPad 3 & it works fine. They are different. You can go with your ipad to one of the shops & try if it fit then order it.
Can I use this smart case with the iPad air?,"I'm not sure - but I do know that they are still selling this case for the Ipad Air in the Apple Stores. The one I ordered was for the Ipad 3, which the Apple Stores were no longer stocking."
Does it fit an iPad 2?,"Yes it does, that is what I have."
Does it fit the original iPad 1,No. The iPad 2 and iPad fourth generation are the same dimensions. The 1 is a different size.
Says product dimensions 6x6x6? Surely that's incorrect?,10 x 7 3/4 it's a great product as it automatically turns your pad off & on when you open & close it
Is this truly made by Apple?,"Yes it is. I got the same one in December 2014 , in light blue colour and am very happy with it"
"I want to change my Smart Case for my iPad 4th Gen., should I buy the same smart case again or should I change to a different case/brand?","It sure what a 4th generation iPad is, just purchased an apple case for an iPad 2, and am very happy. If you've had an apple case, you'll be let down by the imposters- trust me I know this from experience. Good luck"
Is this a leather or polyurethane case?,polyurethane
Does this case fit the iPad air 2 ???,does fit nicely on iPad 2 ( the old one) ; i do not think would fit the air one.
Does this protect the back and front?,Yes the ipad snaps into the bottom and top of the cover (top and bottom in one piece) covers the screen firmly when not in use with magnetic hold. All the buttons on the iPad can be used with the cover on. There is no need to ever take it off.
Does this fit In pad Air 1 ?,No
will it fit ipad2 mc774fd/a?,"It fits my air pad 2. It's nice,; after using for some time, would prefer one that is more stable on propping up. Probably where the prop goes to the top-this folds and props at the bottom. I like it, but sometimes it actually falls over if you don't prop it just right!:("
will they work with non-apple devices?,"Yes they will work on non-apple devices, they just aren't as good as I expected. We returned them and bought Bose noise canceling headphones, which are significantly better."
does this work with iPhone 5?,Yes it does work well with Iphone 5
Are they good for working out in?,No. It's too heavy and the ear cups get warm pretty fast when you work out.
does it work well with iPhone 5s,"Yes, great purchase...get rechargeable batteries. I love as I fly a lot and very comfortable."
If I buy them used will they still come with all the accessories including the case?,That is the question - only one whom sells them can answer your question:)
Would it be a bad decision to workout in these?,It would be fine to workout in them as long as it wasn't too intense that they would not stay put. But for most things it would be ok.
can they connect to a google chromebook,They aren't wireless... So idk why they wouldn't. Unless I'm missing something.
Are they wireless?,No they're not
Are they compatible with the Samsung Galaxy S 2?,As far I know they are compatible with all phones... it's a regular 3.5mm cable. I can't see why they wouldn't. But if your phone isn't a 3.5mm output then maybe not.
can you plug it in the aircraft movie chanels,The answer is yes. In fact I got the phones mainly for use in my flying trips to Italy. I am very happy with them and think they deliver the goods! One note: they sound best after a break in period. I just finished letting them play my radio Classical station for three days.
